first_name;;email;id_product ;nama produk;harga;jumlah;tanggal; harga total ;;;
Ali;Cunningham;acunninghamo0@123-reg.co.uk;4855828;Lychee   Canned;3563;19;03/02/2020; Rp67.697 ;;;
Edik;Andreoletti;eandreolettio1@independent.co.uk;5552957;Loaf Pan   2 Lb, Foil;7911;29;05/05/2020; Rp229.419 ;;;
Nil;Simco;nsimcoo2@buzzfeed.com;8841973;Beer   Original Organic Lager;3019;22;29/08/2019; Rp66.418 ;;;
Erma;Adran;eadrano3@wiley.com;9629137;Green Scrubbie Pad H.duty;4437;22;05/07/2019; Rp97.614 ;;;
Joceline;Cator;jcatoro4@bloglovin.com;4482949;Bread   Bistro Sour;1811;4;07/04/2020; Rp7.244 ;;;
Filberto;Fausset;ffausseto5@scribd.com;6004236;Bread   Olive;1292;40;06/05/2020; Rp51.680 ;;;
Egor;Flipsen;eflipseno6@quantcast.com;2739911;Salmon   Atlantic, Skin On;6836;28;09/12/2019; Rp191.408 ;;;
Nichols;Tax;ntaxo7@prweb.com;7697989;Horseradish   Prepared;4647;24;02/02/2020; Rp111.528 ;;;
Myron;Delouch;mdeloucho8@ebay.com;4100365;Flounder   Fresh;9885;1;26/01/2020; Rp9.885 ;;;
Mel;Rankcom;mrankcomo9@independent.co.uk;3159654;Pasta   Fusili, Dry;6012;1;15/11/2019; Rp6.012 ;;;
Porter;Brownett;pbrownettoa@intel.com;9303509;Boogies;5549;28;08/04/2020; Rp155.372 ;;;
Georgianna;Bonus;gbonusob@harvard.edu;6660359;Marzipan 50/50;138;43;09/07/2019; Rp5.934 ;;;
Livvyy;Mingay;lmingayoc@ycombinator.com;7046535;Syrup   Pancake;6407;42;08/12/2019; Rp269.094 ;;;
Sile;Shill;sshillod@hp.com;7695540;Bread Fig And Almond;5431;14;19/09/2019; Rp76.034 ;;;
Ingmar;Brunker;ibrunkeroe@github.io;6000875;Hipnotiq Liquor;3638;5;28/11/2019; Rp18.190 ;;;
Emlynne;Wegenen;ewegenenof@fotki.com;1465286;Wine   Red, Cabernet Sauvignon;7098;22;23/12/2019; Rp156.156 ;;;
Analise;Runnalls;arunnallsog@networksolutions.com;9718316;Pastry   Carrot Muffin   Mini;6976;13;19/11/2019; Rp90.688 ;;;
Brendin;McCreary;bmccrearyoh@sun.com;8326351;Cheese   Brie,danish;2664;41;12/10/2019; Rp109.224 ;;;
Trudi;Spikins;tspikinsoi@soundcloud.com;2474143;Crush   Orange, 355ml;8561;1;20/08/2019; Rp8.561 ;;;
Marc;MacMurray;mmacmurrayoj@ustream.tv;2263932;Cookies   Oreo, 4 Pack;2711;8;10/08/2019; Rp21.688 ;;;
Bobina;Smither;bsmitherok@creativecommons.org;8437254;Raisin   Dark;9385;14;28/10/2019; Rp131.390 ;;;
Starr;MacFadzean;smacfadzeanol@yale.edu;9048610;Cheese   Ricotta;5311;2;04/06/2020; Rp10.622 ;;;
Chip;Leddy;cleddyom@acquirethisname.com;8144680;Carbonated Water   Blackcherry;503;31;15/08/2019; Rp15.593 ;;;
Kit;Warret;kwarreton@twitpic.com;8870268;Eggwhite Frozen;326;5;11/12/2019; Rp1.630 ;;;
Jerrylee;Gabler;jgableroo@1und1.de;4190008;Tarts Assorted;5779;9;03/06/2020; Rp52.011 ;;;
Patsy;Gomes;pgomesop@google.es;7268387;Versatainer Nc   9388;535;33;25/08/2019; Rp17.655 ;;;
Vlad;Asbrey;vasbreyoq@homestead.com;3535089;Juice   Orange 1.89l;4479;3;05/05/2020; Rp13.437 ;;;
Alastair;Haking;ahakingor@tripadvisor.com;3751025;Bread   Pumpernickle, Rounds;7731;42;31/05/2020; Rp324.702 ;;;
Natty;Bacon;nbaconos@trellian.com;1752139;Cookies   Oreo, 4 Pack;8481;26;01/11/2019; Rp220.506 ;;;
Rayna;Landers;rlandersot@mozilla.com;6492220;Shrimp   100 / 200 Cold Water;5619;46;27/08/2019; Rp258.474 ;;;
Kathi;Gerrett;kgerrettou@tripadvisor.com;6366107;Veal   Round, Eye Of;1444;8;08/04/2020; Rp11.552 ;;;
Aurie;Angless;aanglessov@hugedomains.com;5926115;Cleaner   Comet;494;43;05/10/2019; Rp21.242 ;;;
Winny;De;wdeow@unc.edu;9877595;Steam Pan   Half Size Deep;4314;18;25/06/2019; Rp77.652 ;;;
Brett;Creaser;bcreaserox@feedburner.com;2615219;Wheat   Soft Kernal Of Wheat;9153;38;25/01/2020; Rp347.814 ;;;
Ephrem;Nise;eniseoy@tinyurl.com;8184909;Cod   Black Whole Fillet;280;36;22/06/2019; Rp10.080 ;;;
Clayborne;Musprat;cmuspratoz@columbia.edu;7482858;Soup   Canadian Pea, Dry Mix;4996;3;09/01/2020; Rp14.988 ;;;
Sofie;Keay;skeayp0@ifeng.com;8203045;Turkey   Breast, Boneless Sk On;1174;32;17/04/2020; Rp37.568 ;;;
Keane;Huddlestone;khuddlestonep1@clickbank.net;7298679;Asparagus   Mexican;5662;40;03/12/2019; Rp226.480 ;;;
Roanne;Quartly;rquartlyp2@google.nl;9791165;Vinegar   White Wine;7411;20;21/04/2020; Rp148.220 ;;;
Alejoa;Annetts;aannettsp3@chicagotribune.com;7397078;Wine   Malbec Trapiche Reserve;1051;33;04/10/2019; Rp34.683 ;;;
Carita;Whifen;cwhifenp4@ifeng.com;9302689;Appetizer   Mushroom Tart;280;29;06/08/2019; Rp8.120 ;;;
Yurik;Cammell;ycammellp5@smh.com.au;1221379;Magnotta   Bel Paese White;2326;2;13/11/2019; Rp4.652 ;;;
Gaylor;Allan;gallanp6@cdc.gov;9530656;Wine   Ej Gallo Sonoma;6229;1;27/07/2019; Rp6.229 ;;;
Vinita;Kopfer;vkopferp7@princeton.edu;1703950;Bread   Hot Dog Buns;1164;49;29/07/2019; Rp57.036 ;;;
Derry;Beever;dbeeverp8@japanpost.jp;5046936;Kellogs Special K Cereal;1029;6;12/10/2019; Rp6.174 ;;;
Prudy;Hedley;phedleyp9@moonfruit.com;7069332;Corn Shoots;8166;7;08/06/2019; Rp57.162 ;;;
Alvis;Philips;aphilipspa@blinklist.com;6376648;Liners   Banana, Paper;9859;28;10/05/2020; Rp276.052 ;;;
Deana;Isakov;disakovpb@surveymonkey.com;1036691;Lamb   Whole Head Off,nz;4405;13;27/02/2020; Rp57.265 ;;;
Ludovico;Osmint;losmintpc@google.it;7481678;Pasta   Fett Alfredo, Single Serve;8365;31;11/04/2020; Rp259.315 ;;;
Halsey;Kingscote;hkingscotepd@cnet.com;2035396;Chocolate   Pistoles, Lactee, Milk;4211;39;15/08/2019; Rp164.229 ;;;
Rickey;Sumpner;rsumpnerpe@studiopress.com;6111508;Miso   Soy Bean Paste;2473;34;05/04/2020; Rp84.082 ;;;
Hew;Quinney;hquinneypf@slate.com;5753275;Juice   Ocean Spray Cranberry;5774;36;01/12/2019; Rp207.864 ;;;
Emanuel;Keatley;ekeatleypg@addtoany.com;2998111;Chocolate   Chips Compound;5003;43;27/10/2019; Rp215.129 ;;;
Thaddeus;Tippetts;ttippettsph@lulu.com;9589212;Bread   Wheat Baguette;1954;20;17/03/2020; Rp39.080 ;;;
Wheeler;Stucke;wstuckepi@house.gov;6215539;English Muffin;1838;19;23/05/2020; Rp34.922 ;;;
Lacy;Vero;lveropj@goo.gl;1327539;Wine   Maipo Valle Cabernet;2116;41;13/07/2019; Rp86.756 ;;;
Roddie;Lippingwell;rlippingwellpk@huffingtonpost.com;7382262;Pate Pans Yellow;4961;38;07/10/2019; Rp188.518 ;;;
Amory;Berardt;aberardtpl@uiuc.edu;1855426;Cake Circle, Paprus;5269;36;14/06/2019; Rp189.684 ;;;
Forbes;Tilmouth;ftilmouthpm@joomla.org;4227142;Soup   Campbells Chicken;7498;21;22/05/2020; Rp157.458 ;;;
Desirae;Pettwood;dpettwoodpn@un.org;9408572;Cheese   Asiago;8948;25;02/12/2019; Rp223.700 ;;;
Godfrey;Gunstone;ggunstonepo@prnewswire.com;4122018;Soup   Campbells Beef Noodle;9488;2;10/05/2020; Rp18.976 ;;;
Violet;Tresvina;vtresvinapp@comsenz.com;6339104;Pasta   Bauletti, Chicken White;3119;26;30/10/2019; Rp81.094 ;;;
Alyse;Ciobutaru;aciobutarupq@geocities.com;7825159;Juice   Apple Cider;929;42;22/12/2019; Rp39.018 ;;;
Jaquith;Henkmann;jhenkmannpr@wix.com;4142738;Crackers Cheez It;2911;31;20/06/2019; Rp90.241 ;;;
Shaylah;Cosin;scosinps@360.cn;6593316;Crab   Meat;7591;2;26/10/2019; Rp15.182 ;;;
Miquela;Spriddle;mspriddlept@unc.edu;9624828;Cod   Fillets;468;11;13/11/2019; Rp5.148 ;;;
Hannis;Bene;hbenepu@cbsnews.com;6178317;Pork   Inside;9962;17;16/04/2020; Rp169.354 ;;;
Adrianne;Bonfield;abonfieldpv@yellowpages.com;1981114;Chocolate   Pistoles, White;9395;32;21/03/2020; Rp300.640 ;;;
Ashlie;Ibell;aibellpw@facebook.com;4237838;Lamb   Loin, Trimmed, Boneless;1058;33;06/02/2020; Rp34.914 ;;;
Rodd;Learmonth;rlearmonthpx@weather.com;6969998;Boogies;9064;5;23/10/2019; Rp45.320 ;;;
Perrine;Holson;pholsonpy@seesaa.net;8929540;Cheese   Bocconcini;3506;10;28/11/2019; Rp35.060 ;;;
Isacco;Wimmers;iwimmerspz@hud.gov;8857512;Lamb Leg   Bone   In Nz;2149;48;06/12/2019; Rp103.152 ;;;
Krishnah;Allabarton;kallabartonq0@google.de;9392144;Lettuce   Green Leaf;9988;17;11/06/2019; Rp169.796 ;;;
Stearn;Arrighetti;sarrighettiq1@si.edu;8751497;Beef Tenderloin Aaa;3497;3;13/02/2020; Rp10.491 ;;;
Goran;Jephson;gjephsonq2@ifeng.com;2371045;Tomato   Plum With Basil;3622;13;19/05/2020; Rp47.086 ;;;
Bryn;Stokoe;bstokoeq3@go.com;2835726;Mop Head   Cotton, 24 Oz;7256;45;12/03/2020; Rp326.520 ;;;
Olympie;Rissen;orissenq4@51.la;9644203;Bread   Hot Dog Buns;1552;45;11/05/2020; Rp69.840 ;;;
Conant;Fechnie;cfechnieq5@cafepress.com;2362787;Butter   Salted;3424;42;17/04/2020; Rp143.808 ;;;
Jenda;Gaskins;jgaskinsq6@xrea.com;4784085;Butter   Unsalted;6744;37;20/02/2020; Rp249.528 ;;;
Allyson;Brazener;abrazenerq7@pcworld.com;5184598;Vinegar   White Wine;8026;43;18/02/2020; Rp345.118 ;;;
Joanie;Gainforth;jgainforthq8@cbc.ca;6487871;Cheese   Romano, Grated;8482;37;18/06/2019; Rp313.834 ;;;
Claudian;Stansfield;cstansfieldq9@youku.com;1037223;Bagelers   Cinn / Brown Sugar;7301;29;09/02/2020; Rp211.729 ;;;
Dominica;Lehrian;dlehrianqa@pbs.org;7659226;Broom   Corn;1919;50;10/01/2020; Rp95.950 ;;;
Iris;Trayling;itraylingqb@usatoday.com;1213232;Glaze   Clear;7905;31;24/07/2019; Rp245.055 ;;;
Saul;Shinner;sshinnerqc@marketwatch.com;6177758;Ecolab   Hobart Upr Prewash Arm;6013;29;16/04/2020; Rp174.377 ;;;
Chloette;O';coqd@home.pl;8024294;Cocoa Butter;2311;35;05/07/2019; Rp80.885 ;;;Mulderrig
Brooke;McBeith;bmcbeithqe@about.com;1299031;Cheese   Cheddarsliced;8938;29;20/07/2019; Rp259.202 ;;;
Judas;Robke;jrobkeqf@twitter.com;3038513;Cheese   Cottage Cheese;6739;46;18/03/2020; Rp309.994 ;;;
Brose;Kirtland;bkirtlandqg@dagondesign.com;4796386;Energy Drink   Redbull 355ml;7174;16;10/06/2019; Rp114.784 ;;;
Bengt;Panchin;bpanchinqh@toplist.cz;4314422;Trueblue   Blueberry 12x473ml;2637;42;06/11/2019; Rp110.754 ;;;
Sabine;Dunning;sdunningqi@de.vu;3563648;Scallops 60/80 Iqf;9116;24;16/09/2019; Rp218.784 ;;;
Harald;Kattenhorn;hkattenhornqj@behance.net;7482467;Container   Hngd Cll Blk 7x7x3;2468;13;16/03/2020; Rp32.084 ;;;
Jerad;Brockhouse;jbrockhouseqk@indiegogo.com;2053281;Liners   Baking Cups;4746;38;24/06/2019; Rp180.348 ;;;
Shelton;Burbidge;sburbidgeql@imdb.com;6344578;Sausage   Liver;9471;45;30/07/2019; Rp426.195 ;;;
Abba;Heffernon;aheffernonqm@theatlantic.com;2572387;Muffin   Carrot Individual Wrap;8698;6;05/07/2019; Rp52.188 ;;;
Daniela;Rowantree;drowantreeqn@1688.com;2774759;Plastic Wrap;1418;12;21/01/2020; Rp17.016 ;;;
Reinaldos;Bickerdicke;rbickerdickeqo@sogou.com;9011952;Russian Prince;6485;47;21/09/2019; Rp304.795 ;;;
Octavius;Willgress;owillgressqp@admin.ch;4792529;Bread   Raisin;7015;40;19/09/2019; Rp280.600 ;;;
Linnell;Ding;ldingqq@squarespace.com;6005040;Green Tea Refresher;1579;18;27/01/2020; Rp28.422 ;;;
Adrian;Bosley;abosleyqr@cloudflare.com;4386304;Sauce   Soy Low Sodium   3.87l;8804;46;19/09/2019; Rp404.984 ;;;
Henry;Pudney;hpudneyqs@slate.com;6537690;Canada Dry;8309;15;11/05/2020; Rp124.635 ;;;
Torrey;Pashbee;tpashbeeqt@huffingtonpost.com;4547415;Cauliflower;2274;10;18/11/2019; Rp22.740 ;;;
Eydie;Petworth;epetworthqu@so-net.ne.jp;6466999;Wine   Red, Wolf Blass, Yellow;1121;21;04/07/2019; Rp23.541 ;;;
Corbie;Jepps;cjeppsqv@delicious.com;3978152;Sauce Bbq Smokey;9826;42;10/11/2019; Rp412.692 ;;;
Nap;Garling;ngarlingqw@purevolume.com;1798220;Bread   Hamburger Buns;7158;13;31/08/2019; Rp93.054 ;;;
Lurline;Brightie;lbrightieqx@clickbank.net;3374682;Sauce   Ranch Dressing;7486;27;22/12/2019; Rp202.122 ;;;
Kimbell;Ducroe;kducroeqy@lycos.com;7223152;Tart   Pecan Butter Squares;3560;50;28/09/2019; Rp178.000 ;;;
Valentine;Zupone;vzuponeqz@princeton.edu;4018923;Ranchero   Primerba, Paste;2647;5;22/10/2019; Rp13.235 ;;;
Cole;Plaskitt;cplaskittr0@cornell.edu;8270328;Truffle Cups   White Paper;2721;16;31/03/2020; Rp43.536 ;;;
Jermaine;Glaum;jglaumr1@indiatimes.com;4824669;Star Fruit;137;40;10/10/2019; Rp5.480 ;;;
Karrah;Houndesome;khoundesomer2@bing.com;6994704;Wine   Cava Aria Estate Brut;8175;33;26/05/2020; Rp269.775 ;;;
Ag;Cloonan;acloonanr3@timesonline.co.uk;1282717;Wine   White, Concha Y Toro;6556;33;13/08/2019; Rp216.348 ;;;
Joellyn;Labadini;jlabadinir4@dmoz.org;3766311;Lemonade   Strawberry, 591 Ml;8451;25;10/12/2019; Rp211.275 ;;;
Jozef;Miskin;jmiskinr5@cargocollective.com;8751819;Mace;7632;1;24/04/2020; Rp7.632 ;;;
Halley;Wombwell;hwombwellr6@flavors.me;5291527;Foam Espresso Cup Plain White;6086;19;08/08/2019; Rp115.634 ;;;
Gregoor;Varden;gvardenr7@goo.ne.jp;8482088;Soup   Clam Chowder, Dry Mix;854;14;15/05/2020; Rp11.956 ;;;
Wynn;Christin;wchristinr8@ucoz.com;2891950;Juice   Lagoon Mango;1934;15;28/06/2019; Rp29.010 ;;;
Myron;Langeley;mlangeleyr9@howstuffworks.com;3983489;Temperature Recording Station;1413;17;25/04/2020; Rp24.021 ;;;
Alfonso;McClory;amccloryra@uol.com.br;7922097;Appetizer   Chicken Satay;3981;9;22/08/2019; Rp35.829 ;;;
Moria;Howsan;mhowsanrb@dot.gov;1706912;Pasta   Orzo, Dry;8097;7;17/02/2020; Rp56.679 ;;;
Roderick;Pietruszewicz;rpietruszewiczrc@linkedin.com;6273861;Shrimp   Baby, Warm Water;2396;2;24/09/2019; Rp4.792 ;;;
Harrie;Willstrop;hwillstroprd@bbb.org;4013434;Cheese   Cheddar, Mild;2220;28;09/01/2020; Rp62.160 ;;;
Leanor;Downie;ldowniere@google.com.hk;5864353;Veal   Inside Round / Top, Lean;5910;48;01/11/2019; Rp283.680 ;;;
Lawry;Rosebotham;lrosebothamrf@smugmug.com;3521123;Nectarines;3093;8;18/04/2020; Rp24.744 ;;;
Bessy;Albisser;balbisserrg@harvard.edu;8862994;Pork   Belly Fresh;9182;12;05/02/2020; Rp110.184 ;;;
Elbert;McMeekan;emcmeekanrh@feedburner.com;9936712;Sardines;610;15;31/10/2019; Rp9.150 ;;;
Griffin;Coenraets;gcoenraetsri@wp.com;5252532;Oil   Canola;1520;29;09/08/2019; Rp44.080 ;;;
Glendon;Pennicard;gpennicardrj@shinystat.com;9091632;Ice Cream   Fudge Bars;6816;41;04/05/2020; Rp279.456 ;;;
Faina;Bowler;fbowlerrk@foxnews.com;5148799;Table Cloth 81x81 White;3055;11;12/06/2019; Rp33.605 ;;;
Gene;Drought;gdroughtrl@arstechnica.com;6591332;Beans   Kidney, Red Dry;7137;45;15/04/2020; Rp321.165 ;;;
Jeannine;Lenormand;jlenormandrm@mozilla.com;9098675;Corn   On The Cob;9265;18;07/07/2019; Rp166.770 ;;;
Greg;Jeffcoate;gjeffcoatern@microsoft.com;7534734;Pepper   Pablano;9712;19;08/08/2019; Rp184.528 ;;;
Moises;McCullock;mmccullockro@wp.com;5968391;Crab   Dungeness, Whole;1966;47;21/12/2019; Rp92.402 ;;;
Mar;Gypps;mgyppsrp@phoca.cz;8863800;Lettuce   Frisee;5063;15;09/06/2019; Rp75.945 ;;;
Ansel;Giovannoni;agiovannonirq@mashable.com;8825793;Capon   Breast, Wing On;2772;28;18/10/2019; Rp77.616 ;;;
Hunter;Haslin;hhaslinrr@dmoz.org;8525488;Napkin   Beverge, White 2   Ply;1397;22;02/09/2019; Rp30.734 ;;;
